text,human_label,llm_label,disagreement,vader_compound,sarcasm,slang,hedging,mixed_sentiment,implicit_meaning
"Mitt Romney called on Harry Reid Tuesday to reveal the source for his claim that the Republican presidential candidate has not paid taxes for 10 years, stepping up pressure as two major fact-check sites ruled Reid had no basis for the ""incendiary"" allegation.",neutral,neutral,False,-0.5267,False,False,False,False,True
"Johnson said that he ran into the shooter shortly after learning that he withdrew from the class, which he estimates was either in late January or early February and “conveyed that it was a shame that they had to leave the course but I understood.”",neutral,neutral,False,-0.2846,False,False,True,False,True
"Sessions, speaking before the Fraternal Order of Police, the largest police union in the U.S., in Nashville this morning, announced to applause that Trump will, effective immediately, roll back limits on the Department of Defense's 1033 program.",positive,negative,True,0.7096,False,False,False,False,True
Netanyahu is currently facing allegations of corruption and accusations that he used his position as Israel's top elected official for personal gain.,negative,negative,False,0.4404,False,False,False,True,True
"He also donated $50,000 to the Committee to Protect Journalists.",positive,neutral,True,0.3818,False,False,False,False,False
Forty-four percent of Clinton’s supporters feel that way.,neutral,neutral,False,0.4404,False,False,False,False,False
Profile Who is Cyril Ramaphosa?,neutral,unknown,True,0.0,False,False,False,False,False
Attorneys for Betts and Wood would not comment or make their clients available for interviews.,neutral,neutral,False,0.0,False,False,True,False,True
"By the end of this circus, Trump was practically mewling, begging for Putin’s approval, saying that Putin’s denials were “extremely powerful and strong,” almost in a kind of weirdly erotic tone of admiration.",negative,negative,False,0.785,True,False,False,False,True
Shirin thinks that the donations have made a positive impact on the community.,positive,positive,False,0.5574,False,False,False,False,False
"""President Engler, you disgust me.""",negative,negative,False,-0.5994,True,False,False,False,False
The Sanders proposal is unlikely to become law.,negative,negative,False,0.0,False,False,False,False,True
"BASH: I can't believe I'm going to ask you this, but so you're officially saying Ted Cruz is OK with people buying sex toys?",negative,neutral,True,0.5993,True,False,False,False,True
"THE MISSES Obama, though, missed the mark entirely on a $3,000 tax credit he said would make quality child care more affordable.",negative,negative,False,0.2422,False,False,False,True,True
He also believes over time JetSuite Inc. will “probably triple or quadruple.”,positive,positive,False,0.0,False,False,False,False,True
Raisi allegedly served on a panel involved in sentencing the prisoners to death.,negative,negative,False,-0.8316,False,False,True,False,True
"President Donald Trump and first lady Melania Trump sit with former Presidents Barack Obama, Bill Clinton and Jimmy Carter and former first ladies Michelle Obama and Hillary Clinton during the funeral of former President George H.W. Bush on Wednesday.",neutral,neutral,False,-0.3612,False,False,False,False,False
Obama’s Sunny Presser: Millions Will Have Health Insurance on January 1,positive,neutral,True,0.4215,False,False,False,False,False
"However, the string of embarrassments continued to pile up under her tenure, with an intruder making it over the White House fence and across the ground floor of the residence before being apprehended and another man reportedly carrying a gun while operating an elevator Obama rode in during a Georgia visit last month.",negative,negative,False,-0.6249,False,False,True,False,True
"Considered among the most liberal members of the Senate, Franken nevertheless represents a state with a strong gun-rights culture and one where both parties are well-represented - he is up for re-election in 2014.",neutral,neutral,False,0.7184,False,False,False,False,True
"Krongard resigned from the IG position in December 2007 after accusations he blocked Iraq-related investigations, charges he denied.",negative,neutral,True,-0.8555,False,False,True,False,True
Maxine Waters Swipes At Donald Trump During Women’s Convention,negative,negative,False,0.0,False,False,False,False,False
"Wright, 28, faces up to life in prison for his role in the plot.",negative,negative,False,-0.5106,False,False,False,False,False
"Lew also defended Sarah Hall Ingram, a commissioner who has been targeted by Republicans for formerly overseeing the tax exempt division before heading to her current post helping the agency implement the health care law.",positive,neutral,True,0.7003,False,False,False,False,True
Trump received a standing ovation from the audience and then quoted Jeremiah 1:5.,positive,neutral,True,0.0,False,False,False,False,False
Hillary Clinton doubles down on racial justice in first campaign address,positive,negative,True,0.5267,False,False,False,False,False
He also called on Garda (Irish police) Commissioner Drew Harris to release a journal kept by Mr Donaldson back to the family.,neutral,neutral,False,0.0,False,False,False,False,False
"Wolf said in an interview with NPR's ""Fresh Air"" in May that she ""wouldn't change a word"" of her performance.",neutral,neutral,False,0.3182,False,False,False,False,False
"Editor's note: Fox News' Dana Perino, co-host of ""The Five"" and a weekly guest on Fox Business Channel's ""Kennedy"" shares her do's and don'ts with Fox News Opinion this week on how to gracefully navigate conversations about politics at the Thanksgiving table.",positive,neutral,True,0.6808,False,False,False,False,False
"The American people also deserve to know what has happened to him for shedding light on police violence and corruption in Mexico.""",positive,negative,True,-0.6249,False,False,False,False,True
"At one of the Colorado district caucuses on Friday afternoon, the strength of Mr. Cruz’s organization was on full display.",positive,negative,True,0.4939,False,False,False,False,False
"And there is no way he would have left.""",neutral,negative,True,-0.296,False,False,False,False,False
"Thomas Massie (R-Ky.) said he was likely to pay for a poll of the state, expecting it to show that Paul could campaign through the next primaries without any risk to his Senate seat.",neutral,neutral,False,0.1063,False,False,False,False,True
The boy will appear in court in mid July to appeal his deportation.,neutral,neutral,False,0.0,False,False,False,False,True
Hyten referred to a 2016 speech by then-President Barack Obama calling for a nuclear-free world.,neutral,neutral,False,0.0,False,False,False,False,True
"Although Trump has dominated in most contests among voters who haven't graduated from college, Cruz won those voters in Wisconsin, the most recent primary.",positive,neutral,True,0.5719,False,False,False,True,True
"Pelosi, D-Calif., touted Conyers, D-Mich., on NBC’s “Meet the Press” as an American icon.",neutral,positive,True,-0.0516,False,False,False,False,False
"Nevertheless, on Thursday he announced he’s running for president, vowing to make his candidacy about issues that are extremely and personally important to the progressive Left.",positive,neutral,True,0.2648,False,False,False,False,False
"Businessman Donald Trump easily won the Nevada GOP caucuses Tuesday, rolling to his third straight victory in the 2016 nomination race and giving him extra momentum heading into the delegate-rich Super Tuesday contests next week.",positive,negative,True,0.9231,False,False,False,False,False
Elizabeth Warren said Sessions should resign.,neutral,negative,True,-0.34,False,False,False,False,False
"Jones also raised more than $100,000 online last month from Democratic donors around the country, according to filings by ActBlue, the Democratic online fundraising platform — more than the total raised by any Democratic candidate for Senate in Alabama in the last decade.",positive,negative,True,0.0,False,False,False,False,True
The second hour of MSNBC’s “Morning Joe” started with a lengthy interview with Trump.,neutral,neutral,False,0.0,False,False,False,False,False
"She gets along with everybody,” Jobson said.",neutral,neutral,False,0.0,False,False,False,False,False
"When Durst was accused of shooting Berman to death in 2000 in her Beverly Hills home, prosecutors alleged it was to quiet his close friend and associate.",negative,neutral,True,-0.4404,False,False,True,False,True
"In the wake of that report, Trump, the presumptive Republican presidential nominee, stepped up his criticism of her email actions and said she belongs in “jail.”",negative,negative,False,-0.4404,False,False,False,True,True
"As Leahy put it to Kavanaugh, the judge had been asked in prior hearings “extensively about your knowledge of this theft” and “testified repeatedly that you had never received any stolen materials.”",neutral,negative,True,0.3875,False,False,False,False,True
"Mr. Trump tweeted while overseas of his intentions to tap Azar, writing that Azar ""will be a star for better healthcare and lower drug prices!""",positive,neutral,True,0.2481,False,False,False,False,True
But that's not because of Trump.,neutral,negative,True,0.0,False,False,False,False,False
Ecuadorean President Rafael Correa was quoted in Britain's Guardian newspaper as saying his country could not consider an asylum request unless Snowden was on Ecuadorean territory.,neutral,neutral,False,0.0,False,False,False,False,True
Martin O'Malley has trailed them by wide margins.,neutral,negative,True,0.0,False,False,False,False,False
"The comments have received a lot of backlash on Twitter, with many drawing comparisons to the cancellation of Roseanne Barr’s show after she tweeted racist comments about former Obama aide Valerie Jarrett.",negative,negative,False,-0.6124,False,False,False,True,True
"Now that he's about to assume office, the real costs of the ""great, great"" wall Donald Trump promised to build during his campaign are beginning to settle in -- and threaten to divide the President-elect and thrifty Republicans on Capitol Hill.",negative,negative,False,0.8442,False,False,False,True,True
Gowdy says ‘the FBI did exactly what my fellow citizens would want them to do … and it has nothing to do with Donald Trump’,positive,negative,True,0.0772,True,False,False,False,True
"His grandmother also called probation saying that was afraid for her safety, that Mejia was still doing drugs and that he was paranoid and claiming she was trying to poison him.",negative,negative,False,-0.4019,False,False,True,True,True
"""If Pope Francis or the president of the republic could do something for me I would be the happiest man in the world,"" he was quoted as saying.",positive,positive,False,0.6369,False,False,False,False,False
“And [it] sends a signal to both Obama donors and operatives that it is all right to begin actively supporting the Clinton ’16 effort.”,positive,negative,True,0.6369,False,False,False,False,True
She said she thought Biden’s intentions were good but that it amounted to “the kind of inappropriate behavior that makes many women feel uncomfortable and unequal in the workplace.”,negative,negative,False,-0.6757,False,False,True,True,True
"Treasury Secretary Jack Lew praised the bill as a ""positive step in the right direction.""",positive,positive,False,0.8225,False,False,False,False,False
"In September, Kim also tested a hydrogen bomb – the most destructive of all nuclear weapons.",negative,negative,False,-0.8858,False,False,False,False,True
"Noting that North Korea has a history of playing out talks while it pockets concessions -- a hallmark of talks in 1994, 2005 and 2012 -- Harris said he thinks Trump is ""spot on when he says he's not going to wait that long"" and that he'll know within a year ... the seriousness with which Kim Jong Un approaches this deal.""",neutral,neutral,False,0.1531,False,False,False,False,True
"Zeroing in on the Clinton-Trump race, the near unanimity of the print and broadcasting media in their rejection and derogation of Donald Trump could have roused EA and resulting disingenuousness.",negative,negative,False,-0.5423,False,False,True,False,True
"The officers returned fire, and the suspects fled on foot before carjacking a white Camaro that had two women inside, he said.",neutral,negative,True,-0.5859,False,False,False,False,False
"Mario Cuomo’s big political break came in 1982 when, as New York’s lieutenant governor, he won the Democratic nomination for governor in an upset over New York Mayor Ed Koch.",positive,neutral,True,0.2732,False,False,False,False,False
Governor Abbott thanked Trump and his administration for their assistance.,positive,neutral,True,0.4404,False,False,False,False,False
"Diaz was arrested Jan. 6 in Phoenix and was charged with two felony counts each of kidnapping (linked to false reports that landed Hadley in jail) and false imprisonment by menace, fraud or deceit, one felony count of perjury, one felony count of grand theft and two felony counts of forgery, among a number of other charges, according to the Orange County district attorney’s office.",negative,negative,False,-0.9828,False,False,False,False,True
"“So while it is not God’s plan to be president in 2016 or maybe ever, and while today my campaign is suspended, the fact that I’ve even come this far is evidence of how special America truly is,” he said.",positive,neutral,True,0.3612,False,False,False,True,True
This combination of fiscal responsibility and tolerance won them office in their respective states -- New Mexico and Massachusetts -- in spite of each being Democratic strongholds.,positive,neutral,True,0.743,False,False,False,False,False
"Rather than excoriating his debate opponent — as he did freely, wantonly, brutally, to the likes of Ted Cruz and Marco Rubio — Trump this time chose not to jump into the gutter.",negative,neutral,True,0.1779,False,False,False,True,True
Mr. Obama has largely ended the war in Iraq and is winding down American involvement in Afghanistan.,positive,positive,False,-0.5994,False,False,False,False,True
"It’s always wise to be cautious, but Weldon is a former linebacker for the Florida Gators.",neutral,negative,True,0.2144,False,False,False,False,False
"The 51-minute video shows a clip of Mr. Trump at a rally in December where he called for the U.S. to ban all Muslims from entering the country as his supporters cheered, according to reports from the SITE Intelligence Group.",neutral,negative,True,0.6908,False,False,False,True,True
"One prominent Cuban dissident, though, argued that, while he had initially supported Obama’s new policy, he has concluded that it is not working.",negative,neutral,True,0.2732,False,False,True,False,True
"Instead of reading off a teleprompter — something Mr. Eastwood is said to despise — he pretended to have a sarcasm-filled conversation with President Obama, seated by his side.",neutral,neutral,False,-0.34,True,False,False,False,True
"The Susan Rice situation is murky, but one thing that’s crystal clear is that she’s changing her story.",negative,negative,False,0.5267,False,False,True,False,True
“Beau Biden was an original.,positive,positive,False,0.3182,False,False,False,False,False
"No, this absurd propaganda is by one of the Times’ resident shills for Islam, Atossa Araxia Abrahmian, coming in form of a review of Journey Into Europe: Islam, Immigration, and Identity, the latest installment in Islamic studies professor Akbar Ahmed’s series on Muslims around the world.",neutral,negative,True,-0.25,False,False,False,True,True
"We will continue to explore additional measures to hold those responsible accountable,"" Pompeo said, including possible sanctions against Saudi officials.",neutral,neutral,False,0.3182,False,False,False,False,True
"Mrs O'Kelly, who lived in Stradbally but was born in France, was a shareholder in Clylim Properties, which has extensive property interests in Dublin.",neutral,neutral,False,0.3612,False,False,False,False,False
"All of the Wall Street employees I interviewed took issue with Mr. Sanders’s view of their industry, but they also confirmed his view that, yes, people who work in the financial sector tend to like Mrs. Clinton.",positive,neutral,True,0.7783,False,False,False,False,True
“It all began in 2009 with what has become known as President Obama’s global ‘Apology Tour.’” Trump resurrects an old — and discredited — Republican talking point.,negative,negative,False,-0.4404,False,False,False,True,True
"His nomination, which must be confirmed by the Republican-led Senate, will complete Trump's proposed cabinet just two days before he is sworn in as president on Friday.",neutral,neutral,False,0.0,False,False,False,False,False
Romney promised “a new campaign to unite every American who knows in their heart that we can do better . . . the beginning of the end of the disappointments of the Obama years and the start of a new and better chapter that we will write together.”,positive,negative,True,0.8591,False,False,False,False,False
"Meghan McCain, Liz Cheney spar over torture on Twitter",neutral,negative,True,-0.5994,False,False,False,False,False
"Sorry, I’m not a sucker.”",neutral,negative,True,-0.0772,False,False,False,False,False
"Another cited Smith’s speech, and the audience’s reaction (“lock her up!”), “really disturbing.”",negative,negative,False,0.0,False,False,True,True,True
"An Obama appointee, he had promising political ties and nowhere to go but up.",positive,neutral,True,0.2144,False,False,False,False,True
"Others voiced interest in holding up the nomination until the administration provides more information about the Benghazi terror attack, while voicing concerns about Hagel's background as well.",negative,neutral,True,-0.34,False,False,True,True,True
"He's an angel,"" said friend Jennifer Navarro, 23.",positive,positive,False,0.4939,False,False,False,False,False
"On Wednesday, Trump told Hannity there would be ""no citizenship"" for those illegal immigrants.",neutral,negative,True,-0.5574,False,False,False,False,True
"Senate Minority Leader Mitch McConnell, who fended off a Democratic challenge in Kentucky, is now poised to ascend to majority leader next year.",positive,negative,True,0.3182,False,False,False,False,False
"""He's been out of prison for three weeks.",neutral,neutral,False,-0.5106,False,False,False,False,False
The Guardian view on Muhammad Ali: a life of bravery,positive,positive,False,0.4939,False,False,False,False,False
"Counseling is available, the principal said.",neutral,neutral,False,0.0,False,False,False,False,False
Bush has said in the past that he believes the faith of leaders should shape their decision-making.,neutral,neutral,False,0.4215,False,False,False,False,False
"Members of Philadelphia focus group cite Clinton’s ‘informed’ and ‘strong’ showing over ‘sloppy’ Donald Trump but remain unenthusiastic about choices Lauren Gambino in Philadelphia Tue 27 Sep 2016 12.32 BST Last modified on Fri 14 Jul 2017 19.39 BST In a clash between the two most unpopular presidential nominees in modern history, a group of undecided voters in the battleground state of Pennsylvania declared Hillary Clinton the clear winner; but remained deeply pessimistic about their choices in November.",negative,neutral,True,0.0027,False,False,True,True,True
Lewandowski was charged with misdemeanor battery in the spring for an altercation involving a female reporter during a rally.,negative,negative,False,-0.2023,False,False,False,False,True
"All of the proceeds from the sale of the song go to the Hispanic Federation, an organization started by his father, Luis A. Miranda, Jr., that is raising money and giving aid to the victims in the island.",positive,neutral,True,0.0258,False,False,False,False,True
"Cantor, once considered next in line to take over for House Speaker John Boehner, R-Ohio, fought back in part by pointing out that he helped block Senate plans ""to give illegal aliens amnesty.""",neutral,negative,True,-0.8316,False,False,False,False,True
"Lobbyist Pamela Lopez has accused Dababneh of pushing her into a hotel restroom in Las Vegas and masturbating in front of her, the report said.",neutral,negative,True,-0.296,False,False,False,True,True
"Kimmel has still not apologized for engaging in the only kind of bigotry still accepted by our self-appointed elites — identity-based attacks on Republicans, including Republican immigrants.",negative,negative,False,-0.5856,False,False,False,False,True
Democratic National Committee spokesman Brad Woodhouse tells Fox News he thinks Republican presidential nominee Mitt Romney will win.,neutral,negative,True,0.5859,False,False,False,False,False
"Now, in a new memoir-cum-manifesto, Jaron Lanier recounts his sad, unusual childhood and calls for a re-evaluation of our ties with the digital environment Jaron Lanier has written a book about virtual reality, a phrase he coined and a concept he did much to invent.",positive,neutral,True,-0.4767,False,False,False,False,True
Then there’s the explosive revelation which came Sunday in an Axios scoop about Trump’s shrinking work schedule.,negative,negative,False,0.1531,False,False,False,False,True
"""I've told my husband he's got to come out of retirement and be in charge of this because you know he’s got more ideas a minute than anybody I know,"" she said.",neutral,positive,True,0.0,False,False,False,False,False
"Younger generations of LGBT people may not be aware of Tales of the City existing prior to this Netflix series launching, but Maupin has been widely thanked by several generations of queer people for bringing their lives to the mainstream.",positive,neutral,True,0.5927,False,False,False,False,True
He laid the blame for the rise of Islamic extremism on President Obama and Mrs. Clinton.,neutral,negative,True,-0.34,False,False,False,False,False
"""He was such a loving boy,"" his aunt, his aunt, Elvira Rodriguez, said.",positive,positive,False,0.5994,False,False,False,False,False
"Letter from Southwest Virginia By Mason Adams 2016 By Michael Linhorst On The Bench By Richard Primus Several state lawmakers, newly minted co-chairs of his Georgia efforts, climbed aboard Cruz’s bus.",neutral,negative,True,0.0258,False,False,False,False,False
"""But it was what Conner wanted and as his parents we only ever wanted him to be happy and we knew he wanted to do it so we had to honour what he believed in.""",positive,neutral,True,0.9022,False,False,True,False,True
Steil is a former aide to Ryan who had his backing in the GOP primary.,positive,neutral,True,0.0258,False,False,False,False,False
And Senate sources stress that a final decision won’t be made until Clinton and Sanders negotiate some type of deal aimed at healing the party.,neutral,neutral,False,-0.0258,False,False,False,False,True
"Perdue, 70, served on Trump's agricultural advisory committee during his presidential campaign.",neutral,negative,True,0.0,False,False,False,False,False
"[Kareem Abdul-Jabbar: Donald Trump ‘is ISIS’s greatest triumph’] Claiming the United States is a hotbed of racial inequality, police brutality and anti-Muslim sentiment, the film is an indictment of U.S. race relations and also includes historical civil rights-era footage of Malcolm X, an unnamed white supremacist and African Americans in prison, according to CNN.",negative,neutral,True,0.0516,False,False,False,True,True
"While Trump has undeniably contributed to the division in Washington, the images of petulant partisans seething at feel-good rhetoric was jarring for many observers.",negative,neutral,True,0.0,False,False,True,True,True
"The administration will make the case that failing to punish Syrian President Bashar Assad for using chemical weapons in the region “risks emboldening Assad and his key allies – Hezbollah and Iran,” the official said, adding that “anyone who is concerned about Iran and its efforts in the region should support this action.”",negative,negative,False,-0.7845,False,False,False,False,True
"On Sunday Pashteen will address what could be his largest crowd yet, in Karachi, home to the country's largest urban Pashtun population.",positive,neutral,True,0.0,False,False,False,False,False
"Christians are supposed to strive to be like Christ and while we all fall short, through his actions Buttigieg has proven himself to be a lying bully and a total prick.",negative,unknown,True,-0.7778,True,True,False,True,True
"GREENE: Republican Congressman Tom Reed of the state of New York - thanks so much for your time this morning, sir.",positive,neutral,True,0.4404,False,False,False,False,False
"As the most prominent African-American in the White House and a self-professed advocate for African-American issues, Manigault Newman took the blame for this inaction.",negative,negative,False,-0.204,False,False,False,True,True
"Pindell later apologized to Brown, acknowledging that Sullivan County is both north and west of Concord.",positive,neutral,True,0.3182,False,False,False,False,True
"Image caption Nicola Sturgeon and Jeremy Corbyn met for talks about Brexit on Wednesday Nicola Sturgeon has said it would be ""strange"" for Jeremy Corbyn to oppose a Scottish independence referendum while backing self-determination elsewhere.",neutral,negative,True,-0.1779,False,False,True,False,True
"Kelly Ayotte said later in the show that ObamaCare is rife with problems, even by the president’s own admission, regardless of what Pelosi might say.",neutral,negative,True,-0.4019,False,False,True,False,True
"In the past, Obama has appeared measured and disciplined when appearing in public, delivering speeches or giving interviews.",positive,neutral,True,0.34,False,False,True,False,True
"Yujing Zhang, the Chinese citizen arrested at Mar-a-Lago while President Trump was visiting Florida in March, was indicted Friday on two counts.",negative,negative,False,-0.4767,False,False,False,False,False
He said he was proud of the work his team had done to produce policy and personnel guidance “on the complex national security challenges facing our great country”.,positive,neutral,True,0.872,False,False,False,False,False
He accused Pompeo of having “maliciously attacked China’s political system.”,negative,negative,False,-0.6369,False,False,False,False,False
Bergdahl was held for five years before his release was secured in 2014.,neutral,neutral,False,0.4019,False,False,False,False,False
The Daily Beast article also paraphrased unnamed aides as saying Mr. Holder was “also beginning to feel a creeping sense of personal remorse.”,negative,neutral,True,0.0,False,False,True,False,True
"But this year, during an encounter with a television reporter, he set a new standard for on-air congressional misbehavior and delivered a bizarre threat.",negative,negative,False,-0.8201,False,False,False,False,True
"On top of that, several lawmakers, and President Obama, were rearranging their schedules to attend memorial services this week for the late South African leader Nelson Mandela.",neutral,neutral,False,0.2023,False,False,False,False,True
"“Happy to work with the committee to pass on what I know,” the younger Mr. Trump wrote.",positive,negative,True,0.0,False,False,False,False,False
"And despite encouraging signs from Mr. McConnell and Mr. Reid, senators from both parties said they did not have unrealistic expectations of any quick solution.",positive,neutral,True,0.3013,False,False,True,False,True
"However, it denied any suggestion that Martosko was denied access because of his newspaper’s critical coverage of Clinton.",negative,neutral,True,-0.7964,False,False,False,False,True
